"ID","EngDispl","NumCyl","Transmission","FE","AirAspirationMethod","NumGears","TransLockup","TransCreeperGear","DriveDesc","IntakeValvePerCyl","ExhaustValvesPerCyl","CarlineClassDesc","VarValveTiming","VarValveLift","ModelYear"
414,3,6,"M6",35.7081,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
415,2,4,"M6",46.9,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2011
416,2.4,4,"M5",41.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
417,3.8,6,"A5",29.5,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
418,2,4,"M6",44.708,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2012
419,3,6,"S6",33.2,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,0,2010
420,3.5,6,"S6",34,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",1,0,2011
421,3.5,6,"A4",40.3,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",1,1,"MidsizeCars",1,0,2010
422,4.6,8,"A4",21.9,"NaturallyAspirated",4,1,1,"TwoWheelDriveRear",1,1,"VansPassengerType",0,0,2011
423,3,6,"S6",35.5404,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SubcompactCars",1,1,2010
424,6.1,8,"M6",30.1,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",1,1,"CompactCars",0,0,2010
425,2.4,4,"A4",42.8,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
426,5,8,"S6",24.7928,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2011
427,3.6,6,"A6",31.6,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
428,4,6,"A5",25.7535,"NaturallyAspirated",5,1,1,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",0,0,2010
429,3.7,6,"M6",34.9,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2010
430,5.3,8,"A4",23.2999,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"VansCargoTypes",1,0,2010
431,2,4,"M6",58.535,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",0,0,2010
432,2.4,4,"AVS6",35.2418,"NaturallyAspirated",1,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
433,3.5,6,"AVS6",38.7193,"NaturallyAspirated",1,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
434,3.6,6,"A6",40.5,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
435,1.8,4,"A4",48.4,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
436,2,4,"S6",42,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"Other",1,0,2010
437,6.4,8,"A5",31.8,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"LargeCars",0,0,2012
438,5,8,"S6",23.8204,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
439,4,6,"A5",26.6538,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",1,0,2010
440,3.5,6,"A7",36.2,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
441,3.5,6,"A5",38.3,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,1,2012
442,2.4,4,"M5",36.4,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
443,3.5,6,"A4",34.2,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"LargeCars",0,0,2010
444,3,6,"S6",32.9548,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,1,2010
445,5.2,10,"M6",22.6,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
446,5.5,8,"A7",29.8,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"LargeCars",1,0,2010
447,5.7,12,"AM6",21.7,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
448,2,4,"A4",36.8,"NaturallyAspirated",4,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
449,2.4,4,"S6",46.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
450,3.5,6,"S6",34.9,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,2,"LargeCars",1,0,2010
451,4.6,8,"A4",33.3052,"NaturallyAspirated",4,1,1,"TwoWheelDriveRear",1,1,"LargeCars",0,0,2010
452,3.8,6,"S4",29.8099,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",0,1,2010
453,3,6,"S8",35.5052,"NaturallyAspirated",8,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2011
454,2,4,"M5",46.2,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",1,1,"CompactCars",0,0,2011
455,3.8,6,"A7",36.7669,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2011
456,2,4,"S6",43.5414,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
457,2.4,4,"A4",45.3,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
458,4,6,"A6",35.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",0,0,2010
459,6.5,12,"AM7",19.9,"NaturallyAspirated",7,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
460,2.4,4,"M5",43.1043,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"LargeCars",1,1,2010
461,3.5,6,"S6",30.2,"Turbocharged",6,1,1,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
462,4,6,"M6",26.8137,"NaturallyAspirated",6,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
463,2.5,4,"AV",51.6,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
464,2.5,5,"S5",40.6,"Turbocharged",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
465,4.7,8,"A7",23.8,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
466,2.4,4,"A4",48.1,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
467,2.7,6,"A4",38.3,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",0,0,2010
468,4.4,8,"S6",27.7307,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"LargeCars",1,0,2011
469,2.5,5,"M5",39.6147,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
470,2.4,4,"AVS6",37.4911,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
471,2,4,"AVS6",42.9733,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
472,3.5,6,"A5",32.1,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"LargeCars",0,0,2010
473,4.8,8,"A6",26.388,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
474,3.8,6,"A5",32.4,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",1,0,2010
475,3.7,5,"A4",29.7999,"NaturallyAspirated",4,1,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",0,0,2010
476,3,6,"A7",35.7311,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
477,3.8,6,"A7",37.0769,"NaturallyAspirated",7,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2010
478,1.3,2,"M6",30.2,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",0,0,"SubcompactCars",0,0,2010
479,5.4,8,"A6",27,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,1,"SpecialPurposeVehicleSUV2WD",0,0,2010
480,4,6,"A5",29.4,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",0,0,2010
481,2.2,4,"M5",51.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
482,2.2,4,"M5",51.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
483,4.2,8,"S6",34.4855,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
484,2.2,4,"M5",51.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
485,2,4,"S6",42,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
486,4,6,"M6",25.3,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2010
487,5.3,8,"A6",29,"NaturallyAspirated",6,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2010
488,4.8,8,"A6",22.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2011
489,2.7,6,"A4",31.3,"NaturallyAspirated",4,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,0,2010
490,6.2,8,"A6",27.4,"NaturallyAspirated",6,1,0,"AllWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2010
491,3.8,6,"M6",34.5148,"NaturallyAspirated",6,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2010
492,2.4,4,"M5",38.9575,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
493,3.2,6,"S6",36.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"Other",1,0,2010
494,6.5,12,"Other",17.5,"NaturallyAspirated",7,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
495,3.5,6,"A6",32.2,"NaturallyAspirated",6,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2010
496,5.3,8,"A4",27.9,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"SmallPickupTrucks2WD",1,0,2010
497,4.6,8,"A4",24.3,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"Other",0,0,2011
498,6.2,8,"A6",24.2,"NaturallyAspirated",6,1,0,"AllWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2011
499,3,6,"S6",35.5,"Turbocharged",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
500,5,8,"S6",32.6701,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,1,2010
501,2,4,"S5",37.5,"Turbocharged",5,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",0,0,2010
502,6,12,"A5",23.4,"Turbocharged",5,1,0,"TwoWheelDriveRear",2,1,"CompactCars",1,0,2010
503,2.4,4,"M5",38.6,"NaturallyAspirated",5,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
504,5,8,"S8",32.0888,"NaturallyAspirated",8,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
505,3.6,6,"S6",37.2,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
506,5.7,8,"A5",31.9,"NaturallyAspirated",5,1,0,"AllWheelDrive",1,1,"LargeCars",1,0,2010
507,2.5,4,"M6",44.2,"NaturallyAspirated",6,0,1,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
508,3.7,6,"M6",35.9802,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2010
509,3.7,5,"A4",27,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
510,5.7,8,"M6",33.6,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",1,1,"CompactCars",1,0,2010
511,3.5,6,"A6",31.9,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,0,2010
512,2.7,4,"M5",36.1463,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2010
513,4,6,"S5",30,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
514,1.8,4,"M6",44.2,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
515,5.3,8,"A4",22.7619,"NaturallyAspirated",4,1,0,"AllWheelDrive",1,1,"VansCargoTypes",1,0,2010
516,6,8,"A6",21.5641,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2012
517,4.8,8,"A6",22.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2012
518,4,6,"M6",27.1846,"NaturallyAspirated",6,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
519,2,4,"A4",40.3,"Turbocharged",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
520,2.2,4,"M5",44.9991,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
521,2,4,"AV",41.5661,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
522,5.5,8,"A7",33,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
523,5,8,"S7",27.2511,"NaturallyAspirated",7,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
524,3.5,6,"S5",32.349,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
525,1.6,4,"M5",48.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
526,5.3,8,"A6",28.9935,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
527,4,6,"M6",24.4,"NaturallyAspirated",6,0,0,"ParttimeFourWheelDrive",2,2,"SmallPickupTrucks4WD",1,0,2010
528,3,6,"S6",35.4966,"Turbocharged",6,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2011
529,2.5,4,"AV",51.6,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2011
530,3.8,6,"M6",33.2357,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
531,2.5,4,"M6",42.904,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
532,4,6,"A5",26.6527,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",1,0,2012
533,2.5,5,"S6",39.7267,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,0,2010
534,3.5,6,"A5",38.3,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,1,2010
535,5,8,"S6",29.7559,"Supercharged",6,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2010
536,4.2,8,"S6",31.5002,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"LargeCars",1,0,2010
537,4.4,8,"S6",27.7,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"LargeCars",1,0,2010
538,5.4,8,"A6",23.8983,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
539,1.6,4,"M6",51.6555,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2010
540,2.9,4,"A4",32.4,"NaturallyAspirated",4,1,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",0,0,2010
541,5,8,"S6",28.7009,"NaturallyAspirated",6,0,1,"TwoWheelDriveRear",2,2,"StandardPickupTrucks2WD",1,0,2011
542,3,6,"M6",35.4606,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SmallStationWagons",1,1,2010
543,2.4,4,"A6",45.1,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
544,2.5,4,"A6",37.2735,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2012
545,2.3,4,"S6",34.7,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
546,1.6,4,"M6",52.5455,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"2Seaters",1,1,2012
547,3.7,6,"M6",32.9748,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
548,3.6,6,"S6",37.2,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
549,1.8,4,"S6",50,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2012
550,5.9,12,"S6",25.3442,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MinicompactCars",0,0,2012
551,4.2,8,"S6",31.5002,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
552,1.6,4,"M6",50.0888,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"2Seaters",1,1,2012
553,4,6,"S5",30,"NaturallyAspirated",5,1,0,"ParttimeFourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
554,4.6,8,"S8",32.1499,"NaturallyAspirated",8,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
555,2.4,4,"A4",41.6998,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
556,1.6,4,"A4",50.2669,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
557,3,6,"S6",39.7,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2011
558,4,8,"S7",27.9711,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
559,6.5,12,"AM7",19.9,"NaturallyAspirated",7,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
560,1.4,4,"A6",46,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,1,2012
561,5.3,8,"A4",23.2999,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2010
562,3,6,"S6",31.3,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
563,3.6,6,"S6",33.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
564,4.2,8,"A6",27.471,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",3,2,"2Seaters",1,0,2010
565,2,4,"M5",38.9959,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
566,4.7,8,"A5",25.6,"NaturallyAspirated",5,0,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",0,0,2011
567,3,6,"M6",38.7896,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"CompactCars",1,1,2010
568,2.4,4,"A4",35,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
569,6.2,8,"A6",26.1,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",1,0,2010
570,3.8,6,"M6",34.8617,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2011
571,2.4,4,"M6",41.3959,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
572,1.6,4,"A4",50.4,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
573,6.8,10,"A5",17.7,"NaturallyAspirated",5,1,1,"TwoWheelDriveRear",1,1,"VansPassengerType",0,0,2011
574,2.4,4,"M5",36.4,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
575,2.8,6,"S6",30.3,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
576,6.2,8,"AM7",26.8,"NaturallyAspirated",7,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2011
577,2.4,4,"M5",34.2513,"NaturallyAspirated",5,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
578,3.6,6,"S6",36.1,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2011
579,3.7,6,"A4",28.5,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
580,2.5,4,"M6",40.1931,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
581,2.4,4,"A5",43.3,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,1,2010
582,2.5,4,"S4",35.9226,"NaturallyAspirated",4,1,0,"AllWheelDrive",2,2,"SmallStationWagons",0,1,2010
583,4.6,8,"A4",26.7829,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",0,0,2010
584,5.3,8,"A4",22.2999,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2010
585,2.4,4,"A4",41.5,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
586,3.8,6,"A6",31.9,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",1,1,"SpecialPurposeVehicleminivan2WD",0,0,2010
587,4,6,"A6",35.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",0,0,2010
588,3,6,"S6",38.1696,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
589,3.5,6,"S6",29.9849,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
590,4,8,"S7",27.3704,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
591,3.5,6,"AV",34.0288,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",1,0,2011
592,2.4,4,"S4",36.2628,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"MinicompactCars",0,1,2010
593,3.6,6,"S5",29.5,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
594,3.5,6,"A5",34,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",1,0,2010
595,3,6,"S6",33,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
596,2,4,"M6",44.7,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2011
597,6.2,8,"AM7",26.7967,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2012
598,5.7,8,"A5",27.1,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
599,2.4,4,"S6",46.9,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
600,2.9,4,"A4",34.3,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
601,2.9,4,"M5",35.3237,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
602,2.5,4,"M6",40.2,"NaturallyAspirated",6,0,1,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
603,3.5,6,"S6",33.5,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,2,"MidsizeCars",1,0,2010
604,6,12,"S6",23.2715,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"SubcompactCars",1,0,2010
605,1.6,4,"M6",49.1607,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"2Seaters",1,1,2012
606,2,4,"S6",39.7256,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
607,2,4,"S6",41.3156,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
608,3.5,6,"A6",34.763,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
609,3.8,6,"M6",26.163,"NaturallyAspirated",6,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
610,1.8,4,"A4",43.629,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
611,6.2,8,"M6",33.8,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",1,1,"CompactCars",0,0,2010
612,1.6,4,"M6",49.1607,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,1,2012
613,3.5,6,"S6",34.7675,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
614,3.5,6,"A4",41.2,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",1,1,"LargeCars",1,0,2010
615,1.5,4,"Other",55.6446,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"2Seaters",1,1,2011
616,3.5,6,"S5",31.3,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
617,2.5,4,"AVS6",42.6998,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
